Countries and Areas,Under 5 Mortality Rank,Under5 mortality rate  1990,Under5 mortality rate 2016,Under5 mortality rate by sex 2016 male,Under5 mortality rate by sex 2016 female,Infant mortality rate (under 1) 1990,Infant mortality rate (under 1) 2016,Neonatal  mortality rate 2016,Total population (thousands) 2016,Annual number of births (thousands) 2016,Annual number of under5 deaths (thousands) 2016,Life expectancy at birth (years) 2016,Total adult literacy rate  (%) 2011−2016*,Primary school net enrolment ratio (%) 2011−2016*,Low birthweight     (%) U 20112016*,Early initiation of breastfeeding (%) 20112016*,Exclusive breastfeeding 6 months  (%) 20112016*,"Introduction to solid, semisolid or soft foods 68 months (%) 20112016*",Minimum acceptable diet 623 months (%) 20112016*,Breastfeeding at age 2 (%) 20112016*,Stunting (%) moderate & severe 20112016*,Overweight (%) moderate & severe20112016*,Wasting (%) moderate & severe 20112016*,Wasting (%) severe 20112016*,"Vitamin A supplementation, full coverageΔ (%) 2015",Households consuming salt with iodine (%) 20112016*,Life expectancy: females as a % of males,Adult literacy rate: females as a % of males,"Enrolment ratios: 
Central African Republic,3,174,124,130,117,114,89,42,4594.621,165.958,20,52.171,36.75261,70.55846,13.7,43.5,34.3,59.1,,32.1,40.7,1.8,7.4,1.9,3,76.9612612694147,107.211073500967,48.026,74.3328481455381,51.273,95.7854658593928,28.7,68.2,38.1,40,52.5,4.5,,,540,882,27,54.1438602913517,74.1665225373321,40.7748272486035,25.0869997513182,49.1001966669436,9.05350634853817,74,69,47,47,49,0,47,47,0,47,60,29.8,15.6,,36.4,47.2,1.80415,0.79514,1.51278,130000,9200,8700,8700,1000,1000,7300,1000,500,81,24,18,24.6655783662804,49.8,,28.1,,48.8571,26.97133,25.4878092602907,4,5.54133,5.63736,107.31927,79.77347,79.10663,62.12207,78.3,68.1,47.34948,45.35392,15.57296,8.71112,17.2,12.8,4594.621,2325.746,730.455,1.71750585703703,2.05190240688521,22.69,17.006,13.538,43.131,41.234,35.7,41.946,48.767,52.171,4.869,40.332,2.34864322358045,2.80387673317274,28.5,27.2,29.9,29.1,67.9,61,24.2,1.2,11.3,75.2,79.6,92,91.9,92.1,1117.251,24.3164996634108,11,54.8,45.3,229,82.8,79.4,,,23.03378,9.09162,26.4,17.1,78.4,51.6,1.51937984496124,74.1,21.7,3.4147465437788,37.7,42.4,1.12466843501326,22.8,11.6,1.96551724137931,86,65.7,1.3089802130898,19.4,15.9,1.22012578616352,49.1001966669436,9.05350634853817,5.4233348690225,46.3,,84.7,,1.82937365010799,,18.3,x,79.2,x,4.32786885245902,x,45.3,,30.3,,1.49504950495049,,11.3,x,27.9,x,2.46902654867257,x,57.4,,90.3,,1.57317073170732,,12.2,x,20.5,x,1.68032786885246,x,19.2,x,29.2,x,1.52083333333333,x,5,4.6,5.5,1.5,16.6,73.7,73.5,74,70.1,78.2,42.3,0.7,0,3,48.5,40.6,50.7,60.7,60,61.5,58.2,60.2
Chad,2,211,127,133,121,111,75,35,14452.543,615.173,77,52.903,22.31155,79.08415,19.9,23,0.3,59,5.7,65.2,39.9,2.5,13,4.2,85,76.5,104.716577123725,44.544,76.7465037295645,45.736,85.426120396826,17.5,54.7,31,20.2,21.7,1.4,4.5,16,860,856,18,42.5376044742954,78.3560663427755,32.1559839626595,9.54838784300001,32.5310634778338,2.88709072591671,56,60,46,44,58,0,46,46,0,0,80,25.8,20.4,22.8,36.4,77.3,0.33961,0.37583,0.37578,110000,11000,7600,4800,1000,1000,2800,1000,500,63,39,14,,,,53.6,,40.69289,22.38715,44.4788806270864,5,0.84866,0.76166,114.61928,87.96629,89.33219,68.66351,53.3,47.1,54.40974,46.48013,,,15.9,10.6,14452.543,7853.975,2666.388,3.40895021730695,2.8237044844948,23.415,19.001,12.953,46.916,50.995,43.331,41.332,46.952,52.903,5.947,22.618,3.61269095590659,3.99941135026168,51.5,50.8,52.2,29.7,66.9,12,38.4,9.9,29.1,50.5,73.5,71.1,71.8,70.5,3433.283,23.7555632942936,3.2,38.3,50.6,203.4,53.5,68.8,30,23.2,26.03688,17.67568,11.6,10.2,35.6,6.4,5.5625,54.2,11.9,4.5546218487395,32.4,41.6,1.28395061728395,28.4,18.4,1.54347826086957,71.9,44.9,1.60133630289532,24.5,6.1,4.01639344262295,32.5310634778338,2.88709072591671,11.2677662623521,6,,39.1,,6.51666666666667,,11,,57.9,,5.26363636363636,,41.2,,31.5,,1.30793650793651,,13.5,,29.9,,2.21481481481481,,44.3,,75.5,,1.70428893905192,,6.1,x,17.7,x,2.90163934426229,x,,,,,,,2.8,3.1,2.6,0.5,10.5,46.7,47.5,45.8,41.1,51.3,20,0.8,0.9,1.6,40.8,32.8,51.8,47.4,49.5,45.2,42.9,45.6
Cook Islands,142,24,8,9,7,21,7,4,17.379,,0,,,94.74704,,,,,,,,,,,,,,,93.7274901664806,108.498,93.7277817403483,,100,,100,99.6,,,,0,,,99.8796003578885,,,97.6268722052574,,,99,99,99,99,90,90,99,99,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.7467642639003,54.000016820645,84.24658,97.45455,105.95647,99.31034,96.8254,93.42404,,,79.00315,74.0479,89.74359,91.29663,,,17.379,6.25764904488981,1.73181651463671,0.21036121442304,0.19540702956964,,,,,,,,,,,74.765,1.66043132625298,0.712121633086805,,,,,,,,,,,,,,,,,,,,56,,,,,96.34146,72.9634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Côte d'Ivoire,10,151,92,101,82,104,66,37,23695.919,858.303,78,53.582,43.90842,79.25447,17,30.8,12.1,64,4.6,38.1,29.6,3.2,7.6,1.8,72,81.8,105.758503137832,72.55,88.7220682147792,71.802,94.915643937468,30.9,90.6,44.2,59.4,57.4,2.7,33.7,70.4,610,645,32,73.0574155684606,89.2208486666743,53.9449143624104,29.9318380607918,44.5441874217719,12.6534205929197,95,98,85,80,77,0,85,85,0,83,90,38.2,17.2,42.8,37.2,67.3,0.862295,0.873033017308841,0.600252312419424,460000,36000,25000,20000,3300,1500,25000,2600,1100,73,41,25,,70.1,,31.8,,59.12435,47.03975,126.014600869567,26.5272256146313,7.12679,7.19152,99.19434,88.00727,83.74282,74.7117,79.4,74.1,84.76747,80.45759,38.83577,28.35515,26.2,20.3,23695.919,11689.202,3860.612,2.53203325130169,2.43838736426754,21.043,13.682,12.227,52.447,43.241,36.832,43.695,52.486,53.582,4.911,54.869,3.53555504795243,3.09000870793001,26.4,25.4,27.5,9.8,33.2,65,38.2,9.8,13.8,42,47.9,90.9,90.7,91.2,5409.129,22.8272598332228,0.8,20.7,31.1,125,50.9,51.3,72.5,62.2,54.88445,27.75703,20.9,15,84.5,53.6,1.57649253731343,84.4,44.5,1.89662921348315,21.5,34.2,1.5906976744186,21.6,14.4,1.5,85.3,70.9,1.20310296191819,21.5,7.9,2.72151898734177,44.5441874217719,12.6534205929197,3.52032773230481,44,,90,,2.04545454545455,,35,,91.2,,2.60571428571429,,38.4,,15.5,,2.47741935483871,,6.4,,23.9,,3.734375,,61.9,,93.6,,1.51211631663974,,,,,,,,,,,,,,4.5,4.6,4.5,0.9,15.4,50.4,49.5,51.4,54.9,56.7,39.9,4.8,3,12.7,38.7,43.9,34.8,58.8,59.8,57.8,62,51.1
Croatia,157,13,5,5,4,11,4,3,4213.265,39.461,0,77.642,99.12536,88.82807,4.95,,,,,,,,,,,,108.930619072673,99.033,100.249444251453,104.909,99.3966769957767,,,91.7,99.9,,20.7,,,2.7,8,7900,99.5859008888889,99.5722222222222,99.6055555555556,97.4661284549188,98.3047970244001,96.2610584302845,99,98,93,93,90,96,93,93,0,0,,,,,,,0.01944,0.01,0.04532,1500,,,100,,100,100,,,,70,,,,,,,99.71204,99.73572,104.11291518955,72.6973060458944,63.89499,61.48844,97.84551,98.08958,89.11708,88.52251,,,99.30833,98.70918,90.97018,92.45892,,,4213.265,755.94,196.323,0.482474542075613,0.559592419998134,10.576,11.141,12.727,14.829,11.379,9.196,68.341,72.315,77.642,1.456,59.284,0.11573440852112,0.228420321165466,,,,,,,,,,,,,,,447.086,10.6113904537218,,,,11.9,,,,,104.22014,92.94783,,,,,,,,,,,,,,,,,,,,,98.3047970244001,96.2610584302845,1.02123120841847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.8,74.8,72.7,,,,,,,,,,,,,,,,,,,
Cyprus,179,11,3,3,2,10,2,1,1170.125,12.769,0,80.508,98.67843,97.36852,11.5,,,,,,,,,,,,105.608230010364,98.822,99.9805758764267,99.277,98.8240763688745,,99.2,,,97.4,,,,,7,9400,100,100,100,99.3696608636364,99.7590909090909,98.5818181818182,,98,97,97,90,88,97,96,0,81,,,,,,,,,,,,,,,,,,,,,,,,,,,99.80454,99.83831,134.477523425454,75.9003601905124,80.8131,79.72028,99.3095,99.29021,97.07977,97.67327,,,98.16879,97.0144,94.28551,94.92255,,,1170.125,241.275,65.543,1.62647094021002,0.653356367817887,7.445,6.988,6.893,19.107,19.049,10.834,72.576,76.554,80.508,1.343,66.84,1.64979735654743,0.806926823350591,,,,,,100,,,,,,,,,142.826,12.2060463625681,,,,4.2,,,,,99.59636,99.9434,,,,,,,,,,,,,,,,,,,,,99.7590909090909,98.5818181818182,1.01194208779048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Democratic Republic of the Congo,8,184,94,101,87,118,72,29,78736.153,3268.561,304,59.621,77.04268,35.36999,9.5,51.9,47.6,79,8.4,66.3,42.6,4.4,8.1,2.8,94,82,105.081223372935,75.12,90.9056162900269,62.181,98.6993287367276,15.6,88.4,48,80.1,79.9,5.1,8.2,44.2,850,693,24,41.8379936166031,69.6647364949156,21.275450371185,19.7136866282261,22.646042078071,17.5468255618034,80,80,79,74,77,0,79,79,0,77,85,41.6,39.1,55.3,55.8,70,0.16576,0.21075,0.24492,370000,48000,32000,13000,2900,2100,19000,2800,1400,70,42,30,,17.3,,12.1,,90.96097,79.71484,39.4811043463519,6.20997406030119,4.02596,4.32414,112.03321,101.84448,,,88.4449186083136,85.4866160521891,55.73968,55.01469,,,38.9,31.1,78736.153,41553.39,14494.021,3.16087468402518,3.0362407956727,20.416,16.657,9.934,46.647,46.082,42.28,43.915,49.043,59.621,6.112,43.015,4.15192433194347,3.62043804667691,38.4,36.1,40.7,10,37.3,24.6,,,,61,74.8,81.6,82.4,80.9,17401.176,22.1006174888936,1.3,21.3,26.7,135,69.1,75.1,48.7,38.1,55.63678,36.70269,20.3,17.1,30,22.3,1.34529147982063,93.7,74.1,1.26450742240216,32.5,47.1,1.44923076923077,43.7,36.7,1.19073569482289,92.7523946537928,84.1182021311993,1.10264356945155,23.7,15,1.58,22.646042078071,17.5468255618034,1.29060621240618,15.7,,38.4,,2.44585987261146,,66.3,,97.5,,1.47058823529412,,49.7,,22.9,,2.1703056768559,,30.6,,41.7,,1.36274509803922,,78.579714902196,,94.0150413377479,,1.19642889331889,,8.4,x,23.5,x,2.79761904761905,x,,,,,,,6.9,7.2,6.5,1,20.2,51.6,55.4,47.9,45.1,64.3,3.6,0.6,0.2,2.2,27.2,17.8,48.9,49.1,50,48.3,57.3,28.9
Djibouti,31,118,64,70,58,91,54,33,942.333,21.645,1,62.465,,53.49516,10,54.9,1.3,34.7,,18.4,33.5,8.1,21.5,9.1,72,4.43399140424142,105.431789324407,,90.7672414031723,82.144,88.0992028074679,,87.7,22.6,87.4,86.7,11,,,380,229,140,76.9224836211744,83.3335787391952,55.0372680271822,51.3780581532586,62.6216889731296,12.9962715751026,90,90,84,84,75,82,84,84,86,82,85,94.4,93.6,,19.9,32,0.5752,0.68248,0.39938,8600,1000,1000,500,100,100,1000,100,100,35,26,9,10.232954010181,,,,,,,37.8178543965614,13.1349151074,5.39754,5.39079,68.64189,62.30435,60.67663,53.97705,70.8,67.9,80.34571,70.78393,44.39767,37.04237,,,942.333,356.306,102.282,1.79831472902653,1.31435396669368,15.163,10.72,8.35,45.106,39.777,23.002,49.16,56.678,62.465,2.847,77.43,1.75330440043456,1.33127598667717,7.7,7.6,7.7,1.8,5.4,91.7,93.1,48.5,36.6,,,72.1,73.1,71.1,195.792,20.777368509858,1,2.6,,20.6,,,,,52.88282,40.52763,,16.3,92,84.3,1.09134045077106,98.4,55.1,1.78584392014519,30,42.3,1.41,,,,,,,18.4,9,2.04444444444444,62.6216889731296,12.9962715751026,4.81843493430038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5,11.7,15.6,,,36.6,38.2,35,,,28.1,14.7,,,23.7,,,8.1,8.2,8,,
Dominica,62,17,34,36,31,14,31,24,73.543,,0,,,92.95076,10.8,,,,,,,,,,,,,,97.9877685179345,98.616,95.4671572545552,,100,,100,,,,,110,,,96.5,,,77.8927614955628,,,98,99,99,99,96,92,99,99,0,0,,,,,,,,,,,,,,,,,,,,,,,73.5,,85.7,,,,107.432515715518,67.03,86.65319,88.21689,117.17141,114.81365,,,,,81.12172,77.4446,,,,,73.543,21.847526432681,6.0726026319899,0.139358419886228,0.382906769771923,,,,,,,,,,,69.82,0.502164258136395,0.737483535739246,,,,,,,,,,,,,,,,,,,,47.2,,,,,115.19873,81.12181,39.3,49.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiji,82,28,22,24,20,24,19,9,898.76,17.628,0,70.269,,97.64403,10.2,57.3,39.8,,,,7.5,5.1,6.3,2,,,108.986993682646,,99.113802876801,110.828,98.3258148188191,,100,93.6,99.7,98.7,,,,59.47,30,1200,93.7124471242058,97.9083644552062,88.8404241651812,95.6770465627281,96.0989359512398,95.1871763806319,99,99,99,99,94,94,99,99,99,99,94,,,,,,,,,1000,,,200,,,100,,,,32,,,,,,,,,103.302751272088,46.5069783122217,,,105.99899,105.05963,97.29745,98.0143,,,97.95153,96.31164,87.2167,91.10546,,,898.76,303.061,86.58,0.807125853217228,0.546845341018179,8.401,6.29,7.091,33.899,28.891,19.387,59.857,65.51,70.269,2.516,54.099,1.81538751032609,0.935147293872652,,,,,,,,,,,,72,,,156.856,17.4524900974676,,,,27.5,,,,,103.04478,76.18477,,,,,,,,,,,,,,,,,,,,,96.0989359512398,95.1871763806319,1.00957859666897,,,,,,,,,,,,,, ,, ,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghana,34,127,59,64,53,80,41,27,28206.728,870.487,51,62.742,71.49707,87.41091,10.7,55.6,52.3,73,13.3,50.1,18.8,2.6,4.7,0.7,28,57,103.237462766737,83.338,102.448710697477,96.778,96.699399070297,40.6,90.5,87.3,70.8,73.1,12.8,22.8,81.1,450,319,74,77.7993023643858,87.8285727036818,66.0058860347754,14.2795059315063,18.7652451520066,9.00472637290324,94,94,93,95,89,75,93,93,94,93,88,55.9,48.6,76.9,46.6,68.3,0.77614,0.78587,0.83372,290000,32000,23000,20000,3000,2200,15000,2500,1100,56,34,15,,,,21.6,,88.31075,83.23453,139.129023936972,34.66600065,116.98555,119.49567,107.30259,109.93012,86.66779,88.18572,69.9075261104153,69.8008144207372,85.09814,82.28939,50.19064,50.05303,33,34.5,28206.728,12689.064,4085.261,2.52540483379738,1.99480310156289,16.074,10.892,8.146,46.702,38.867,31.047,49.339,56.755,62.742,3.984,54.682,3.99309611633046,2.73011554841535,21.8,22.7,20.8,4.9,20.7,70.5,3.8,0.5,2.4,12.9,28.3,93.6,93.5,93.6,6009.017,21.3034883025071,0.5,6.4,16.9,65,20.1,35.1,81.3,66.9,88.77184,38.55767,24.5,18.1,79,63.2,1.25,87.4,57.2,1.52797202797203,14.9,22.3,1.49664429530201,48.2,48.9,0.985685071574642,75.3157830175628,65.5366360991252,1.14921649172909,23.2,16.5,1.40606060606061,18.7652451520066,9.00472637290324,2.08393285646907,58.1,,88,,1.51462994836489,,42.1,,94.2,,2.2375296912114,,24.8,,8.7,,2.85057471264368,,46.6,,49.9,,1.07081545064378,,63.0950050837399,,83.6184194043507,,1.32527795652559,,18.2,,53.1,,2.91758241758242,,18.6,,49,,2.63440860215054,,68.2,65,71.5,41.5,96.5,39.8,37.9,41.8,23,78.4,29.6,6.2,0.6,22.7,41.1,30.9,50.9,20.7,20.6,20.7,26.5,14.8
Guatemala,72,82,29,31,26,60,24,14,16582.469,417.039,12,73.409,81.2859,85.45007,11.4,63.1,53.2,,52.1,56.8,46.5,4.7,0.7,0.1,15,,109.150195932611,88.029,96.1395690414555,93.318,99.1386198976979,65.5,91.3,86.2,65.5,65,26.3,8.1,77.6,140,88,330,93.5976974703343,97.4983311319591,89.4439966182901,67.3629203513917,80.7233681875948,53.1356669420536,87,96,80,82,86,65,80,80,82,81,90,52,48.8,50.1,,,0.17661,0.14518,0.34975,46000,1800,2300,2900,500,1000,1600,200,100,19,36,42,25.4573226170128,66.3,,38,,95.48186,93.26925,115.343313871133,34.5093260915602,44.49826,44.82627,103.7594,99.75384,85.74907,85.1405,94.3,93,75.07371,74.42704,47.35856,45.53608,54.2,49.5,16582.469,7047.108,2022.669,2.23934737697379,1.75559789530104,14.453,8.538,4.833,45.324,38.984,25.273,52.501,62.261,73.409,2.973,52.03,3.31946207388781,3.01406622405861,25.8,35.1,16.1,6.2,29.5,96.4,,,,7.3,11,,,,3787.044,22.8376365425438,5.6,19.8,20.2,92.4,12.3,13.5,94.8,90.4,72.36228,55.14664,17.5,19.8,96.8,96.2,1.00623700623701,83.8,55.4,1.51263537906137,34.6,53,1.53179190751445,51.3,47.5,1.08,95.7,92.4,1.03571428571429,30.2,16.2,1.8641975308642,80.7233681875948,53.1356669420536,1.51919365716491,,,,,,,37.4,,95.9,,2.56417112299465,,65.9,,17.4,,3.78735632183908,,48.9,,54.5,,1.11451942740286,,89.4,,98,,1.09619686800895,,6.7,,40.5,,6.04477611940299,,6.7,,36.3,,5.41791044776119,,,,,,,,,,,,,,,,,,,,,,,
India,53,126,43,42,44,88,35,25,1324171.354,25243.769,1081,68.56,69.30256,92.25846,28,41.6,54.9,51.7359390258789,10,67.4560470581055,38.4,1.9,21,7.5,53,93.1,104.524582317484,75.151,111.91738751738,101.242,99.1274927626674,72,74.2,51.2,81.4,78.9,17.2,24.3,62.4,170,174,220,87.5591401561859,92.8476729394568,84.9840344649339,44.1511227474094,65.4011289979982,33.804016228919,89,91,88,86,88,76,88,80,4,0,87,73.2,50.6,70.8,,,0.062766,,,2100000,130000,130000,80000,9100,16000,62000,7000,3100,41,49,33,,38.6,,,,90.04483,81.84981,86.9501878214306,29.5471628858754,12.57879,11.79224,102.81255,115.06512,91.6667,92.92,85.2234432536707,81.5863010776448,82.18843,81.47133,64.3671,68.57419,,,1324171.354,448314.19,119997.734,1.61498278617439,0.952127049314089,17.225,10.862,7.31,39.145,31.501,19.013,47.721,57.915,68.56,2.326,33.136,2.54131480440817,2.17805377978792,11.8,11.6,11.9,18.2,47.4,71.9,,,,42.1,47.2,,,,250085.647,18.8861997538726,4.6,30,21.7,38.5,47.4,45.2,88.2,71.5,87.52559,63.59242,34.5,18.6,83.2,67.1,1.23994038748137,90,78,1.15384615384615,31,41.2,1.3,58.5,47.9,1.22129436325679,88.442992390744,81.7266320579051,1.08218080402579,32.9,14,2.35,65.4011289979982,33.804016228919,1.93471475564043,56.8,,86.2,,1.51760563380282,,64.1,,94.5,,1.47425897035881,,50.7,,22,,1.89887640449438,,33.4,,45.3,,1.3562874251497,,69.6030797866236,x,95.651729725943,x,1.37424565147368,x,3.8,x,44.5,x,11.7105263157895,x,14.7,x,55.3,x,3.76190476190476,x,,,,,,,,,,,,,,,,,,,,,,
Iran (Islamic Republic of),106,57,15,16,15,44,13,10,80277.428,1355.166,20,75.953,84.70524,99.16791,7.7,68.7,53.1,75.9,,51,6.8,,4,1.4,,,102.950393742969,89.071,105.095301273689,99.426,99.2666370587509,68.6,96.9,94.3,96.4,95.3,45.5,,,25,25,2000,94.8661997321043,96.8399822664641,89.4267145317796,88.2898219273923,91.7399848037598,78.7816265826613,99,99,99,99,99,98,99,99,0,0,95,75.9,61.4,,,,0.06445,0.0114,0.02681,66000,1000,1000,5000,100,200,4000,100,100,51,14,28,18.7946372635008,,,,,98.19154,97.67817,100.074650586498,53.2267726333568,51.37231,50.177,106.25986,111.67412,,,96.44,96.94,97.87923,97.16142,90.26792,91.60922,,,80277.428,22148.907,6822.841,1.36963812265529,0.725791702615773,15.737,7.282,4.513,42.099,33.227,16.544,50.856,63.828,75.953,1.661,73.879,2.4121880787463,1.42259956796169,11.4,12.5,10.2,2.7,16.7,98.6,,,,,,,,,10927.669,13.6123805560886,,16.4,5.2,34.6,,,,,98.68468,84.50785,,,98.9,98.1,1.00815494393476,98.2,93.3,1.05251875669882,5.4,9.3,1.72222222222222,63.7,57.7,1.10398613518198,97.34,95.42,1.02012156780549,,,,91.7399848037598,78.7816265826613,1.16448452238419,,,,,,,,,,,,,20.7,,1.2,,17.25,,,,,,,,,,,,,,,,,,,,,,,,,,20.19,19,21.54,,,69.52,68.79,70.23,,,59.88,36.19,,,66.68,,,15.16,14.93,15.34,,
Israel,164,12,4,4,3,10,3,2,8191.828,166.5,1,82.5,,97.20388,8,,,,,,,,,,,,104.317752831313,,100.662199152278,101.004,98.1345390215382,,,,,,,,,,5,6200,100,100,100,100,100,100,,94,94,94,97,97,95,94,81,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.666225495539,79.778791255974,111.1568,111.04745,104.43988,105.13148,96.67328,97.76381,,,99.80911,97.94721,,,,,8191.828,2672.128,841.155,2.30366971239133,1.41293701514931,6.544,6.168,5.362,26.471,21.966,20.273,72.158,76.584,82.5,2.974,92.205,2.30478989346021,1.37451497757812,,,,,,100,,,,,,,,,1296.428,15.8258693908124,,,,10.4,,,,,104.22045,100.66556,,,,,,,,,,,,,,,,,,,,,100,100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
